customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0614-CUST,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.87,642.7,No
0615-CUST,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.65,2721.59,No
0616-CUST,Male,1,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.37,874.65,No
0617-CUST,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.41,888.98,No
0618-CUST,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.69,782.45,No
0619-CUST,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,70.33,1615.87,No
0620-CUST,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.52,2600.95,No
0621-CUST,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.44,491.08,Yes
0622-CUST,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,493.18,No
0623-CUST,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.6,296.09,Yes
0624-CUST,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,82.56,2791.25,No
0625-CUST,Female,1,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.88,4555.62,Yes
0626-CUST,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.97,1580.52,No
0627-CUST,Female,0,Yes,Yes,6,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),42.16,223.6,No
0628-CUST,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.31,2914.31,No
0629-CUST,Male,1,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1300.11,No
0630-CUST,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,80.16,965.16,No
0631-CUST,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),42.74,1638.53,No
0632-CUST,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,230.1,Yes
0633-CUST,Male,0,No,No,53,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.92,2777.24,Yes
0634-CUST,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.59,3870.31,Yes
0635-CUST,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,233.51,No
0636-CUST,Male,1,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.24,1989.16,Yes
0637-CUST,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,418.81,No
0638-CUST,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.45,2032.75,Yes
0639-CUST,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.16,1233.47,No
0640-CUST,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,303.12,No
0641-CUST,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,38.66,151.1,No
0642-CUST,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.44,916.6,No
0643-CUST,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.81,4842.47,No
0644-CUST,Female,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,636.5,Yes
0645-CUST,Male,0,No,No,70,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.25,5282.41,Yes
0646-CUST,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,999.73,No
0647-CUST,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,67.85,4876.2,No
0648-CUST,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,90.36,996.87,Yes
0649-CUST,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.48,4198.63,No
0650-CUST,Male,1,Yes,No,56,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,70.23,3922.62,No
0651-CUST,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.07,1738.55,No
0652-CUST,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.11,803.89,No
0653-CUST,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.79,1286.02,No
0654-CUST,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.3,189.29,Yes
0655-CUST,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,74.74,787.06,Yes
0656-CUST,Male,0,Yes,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.5,323.63,No
0657-CUST,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,34.2,713.22,Yes
0658-CUST,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.71,475.71,No
0659-CUST,Female,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,37.32,1174.2,No
0660-CUST,Female,1,Yes,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.01,3320.71,No
0661-CUST,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),52.82,769.17,Yes
0662-CUST,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,69.62,2240.05,No
0663-CUST,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,52.08,720.55,No
0664-CUST,Male,0,No,No,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,37.69,971.34,Yes
0665-CUST,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.36,2094.82,No
0666-CUST,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.12,5159.32,Yes
0667-CUST,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.57,3264.18,No
0668-CUST,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),70.62,470.57,Yes
0669-CUST,Male,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),33.59,199.68,No
0670-CUST,Male,0,Yes,Yes,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),53.47,3360.86,No
0671-CUST,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),70.85,63.99,No
0672-CUST,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),48.35,1032.65,No
0673-CUST,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,86.76,1725.04,No
0674-CUST,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.34,354.91,Yes
0675-CUST,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),81.17,5600.52,Yes
0676-CUST,Female,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,52.99,661.16,Yes
0677-CUST,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,67.81,33.6,Yes
0678-CUST,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,362.67,No
0679-CUST,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,81.76,1842.13,Yes
0680-CUST,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),71.84,4503.91,No
0681-CUST,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),35.69,1426.47,No
0682-CUST,Male,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.97,1033.23,No
0683-CUST,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.29,1334.89,No
0684-CUST,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.24,745.34,Yes
0685-CUST,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,46.93,122.0,No
0686-CUST,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),38.66,450.79,Yes
0687-CUST,Male,0,No,No,32,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,44.36,1391.3,No
0688-CUST,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.18,391.09,No
0689-CUST,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.34,4786.97,No
0690-CUST,Female,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.45,1562.4,No
0691-CUST,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,64.16,4528.93,Yes
0692-CUST,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,923.53,Yes
0693-CUST,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),44.83,2054.38,No
0694-CUST,Female,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.52,4553.28,No
0695-CUST,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.65,2828.02,Yes
0696-CUST,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.68,1033.64,No
0697-CUST,Female,0,No,Yes,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.8,616.69,No
0698-CUST,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),70.08,2989.17,No
0699-CUST,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.09,2852.93,Yes
0700-CUST,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.52,682.05,No
0701-CUST,Female,1,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.39,999.94,No
0702-CUST,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),56.5,225.67,No
0703-CUST,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.93,1331.39,No
0704-CUST,Male,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.66,3359.98,No
0705-CUST,Male,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1058.73,No
0706-CUST,Female,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.44,83.22,No
0707-CUST,Female,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,49.65,2361.67,No
0708-CUST,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),61.6,2100.9,No
0709-CUST,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.6,1386.59,No
0710-CUST,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,198.21,Yes
0711-CUST,Female,1,Yes,No,50,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),76.52,3826.07,No
0712-CUST,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,37.4,813.94,Yes
0713-CUST,Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,72.57,3332.83,Yes
0714-CUST,Female,1,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,67.61,3928.14,No
0715-CUST,Female,1,Yes,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,1011.31,No
0716-CUST,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),77.37,4275.63,No
0717-CUST,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.28,1021.45,No
0718-CUST,Female,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,1269.33,No
0719-CUST,Female,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.28,2249.9,Yes
0720-CUST,Female,1,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,63.49,3412.72,No
0721-CUST,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,178.77,No
0722-CUST,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),80.87,1405.39,Yes
0723-CUST,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.49,3666.54,Yes
0724-CUST,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30.61,618.99,No
0725-CUST,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.44,1025.14,No
0726-CUST,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.24,1817.95,No
0727-CUST,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,43.1,0.0,Yes
0728-CUST,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,484.64,No
0729-CUST,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.59,3331.9,Yes
0730-CUST,Male,0,Yes,Yes,62,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),47.1,2935.96,No
0731-CUST,Male,0,Yes,Yes,57,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.82,2929.05,No
0732-CUST,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.28,763.47,No
0733-CUST,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),73.08,4514.32,No
0734-CUST,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.19,2768.59,No
0735-CUST,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.72,539.29,No
0736-CUST,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),69.46,2699.14,Yes
0737-CUST,Male,1,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,40.17,730.99,No
0738-CUST,Male,1,No,Yes,55,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.84,3354.43,No
0739-CUST,Female,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.02,3007.05,Yes
0740-CUST,Male,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,75.99,4842.51,No
0741-CUST,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,41.86,489.0,No
0742-CUST,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),72.82,2081.2,Yes
0743-CUST,Male,0,No,Yes,48,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,32.72,1551.2,Yes
0744-CUST,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,1103.73,No
0745-CUST,Female,0,No,No,70,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.21,2125.77,Yes
0746-CUST,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.23,2769.83,Yes
0747-CUST,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.92,835.42,Yes
0748-CUST,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.72,3302.15,No
0749-CUST,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,70.02,2760.95,Yes
0750-CUST,Female,0,No,Yes,20,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,39.04,762.12,No
0751-CUST,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,827.93,Yes
0752-CUST,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),46.61,93.89,No
0753-CUST,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,90.99,2672.72,No
0754-CUST,Female,0,No,No,66,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,35.3,2346.66,Yes
0755-CUST,Female,1,No,No,61,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.52,3422.43,No
0756-CUST,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,70.9,2563.62,No
0757-CUST,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.16,1464.76,Yes
0758-CUST,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.97,810.6,No
0759-CUST,Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.54,830.31,No
0760-CUST,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.4,1317.51,No
0761-CUST,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,86.18,1103.21,Yes
0762-CUST,Male,0,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.07,560.83,No
0763-CUST,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),66.01,4085.09,No
0764-CUST,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.66,2482.41,Yes
0765-CUST,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),40.57,1884.38,No
0766-CUST,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.81,1254.62,No
0767-CUST,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.45,4816.39,Yes
0768-CUST,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.98,3079.25,Yes
0769-CUST,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),74.64,5376.68,No
0770-CUST,Male,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.97,1754.89,Yes
0771-CUST,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,33.8,484.18,Yes
0772-CUST,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),76.2,5304.41,No
0773-CUST,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,68.64,1042.23,Yes
0774-CUST,Female,1,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.79,3166.16,Yes
0775-CUST,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,125.06,No
0776-CUST,Male,1,No,No,42,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),33.29,1414.06,No
0777-CUST,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.89,565.47,Yes
0778-CUST,Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.42,4518.47,No
0779-CUST,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.76,4004.17,Yes
0780-CUST,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,49.27,120.82,No
0781-CUST,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,80.88,26.47,Yes
0782-CUST,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.15,2515.36,Yes
0783-CUST,Female,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.0,2872.46,No
0784-CUST,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),67.34,3028.58,Yes
0785-CUST,Male,0,No,No,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),41.22,1278.46,No
0786-CUST,Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),71.5,1213.17,No
0787-CUST,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,59.62,3992.28,No
0788-CUST,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.34,2261.8,No
0789-CUST,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,33.72,733.63,No
0790-CUST,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.68,570.13,No
